Campagne_ID,Nom_Campagne,Date_Début,Date_Fin,Objectif,Ciblage,Budget (FCFA),Résultat_Campagne,colonne_normalisee
2322,envisioneer robust initiatives,2024-04-01,2024-07-21,Fidélisation,Clients inactifs,694556,795,694.556
2323,generate rich niches,2024-11-19,2024-11-23,Fidélisation,Clients actifs,872956,507,872.956
2324,orchestrate ubiquitous systems,2024-03-29,2024-06-24,Fidélisation,Clients inactifs,660242,416,660.242
2325,enable cutting-edge mindshare,2024-06-09,2024-08-17,Acquisition,Nouveaux clients,1145195,544,1145.195
2326,disintermediate dynamic e-business,2024-01-10,2024-09-10,Fidélisation,Clients actifs,1003945,163,1003.945
2327,benchmark vertical metrics,2024-08-13,2024-07-05,Fidélisation,Clients inactifs,1373861,596,1373.861
2328,target proactive niches,2024-03-24,2024-10-12,Fidélisation,Clients inactifs,1805538,773,1805.538
2329,deploy plug-and-play architectures,2024-01-21,2024-07-01,Fidélisation,Clients inactifs,1908293,741,1908.293
2330,synthesize visionary e-commerce,2024-01-05,2024-11-29,Acquisition,Nouveaux clients,644750,263,644.75
2331,reinvent transparent e-commerce,2024-01-06,2024-03-08,Fidélisation,Clients actifs,1468456,480,1468.456
2332,morph virtual niches,2024-09-30,2024-07-04,Acquisition,Clients actifs,1403704,443,1403.704
2333,engineer value-added supply-chains,2024-05-13,2024-02-21,Fidélisation,Nouveaux clients,1313689,278,1313.689
2334,evolve back-end applications,2024-02-14,2024-03-02,Acquisition,Nouveaux clients,1159221,855,1159.221
2335,unleash wireless e-commerce,2024-12-14,2024-07-09,Acquisition,Clients actifs,779192,747,779.192
2336,envisioneer killer e-services,2024-04-29,2024-11-02,Acquisition,Clients inactifs,1458302,797,1458.302
2337,architect e-business partnerships,2024-09-04,2024-11-30,Fidélisation,Clients actifs,1287363,411,1287.363
2338,evolve frictionless web services,2024-05-29,2024-04-26,Fidélisation,Nouveaux clients,819386,615,819.386
2339,revolutionize end-to-end architectures,2024-01-24,2024-10-10,Acquisition,Nouveaux clients,1159248,514,1159.248
2340,reinvent distributed systems,2024-11-18,2024-04-28,Fidélisation,Clients inactifs,648447,226,648.447
2341,synergize one-to-one platforms,2024-08-30,2024-11-22,Fidélisation,Clients actifs,1117678,166,1117.678
2342,generate revolutionary web services,2024-11-08,2024-11-02,Acquisition,Clients actifs,1346436,961,1346.436
2343,monetize transparent technologies,2024-12-13,2024-03-16,Acquisition,Clients actifs,1510189,232,1510.189
2344,synthesize frictionless metrics,2024-11-08,2024-08-30,Acquisition,Clients inactifs,1601072,650,1601.072
2345,redefine transparent ROI,2024-07-26,2024-09-14,Fidélisation,Clients actifs,1226141,875,1226.141
2346,engage world-class vortals,2024-05-07,2024-03-01,Fidélisation,Nouveaux clients,1504669,357,1504.669
2347,monetize cross-platform convergence,2024-04-20,2024-01-15,Acquisition,Clients inactifs,1421933,717,1421.933
2348,evolve transparent paradigms,2024-08-22,2024-05-26,Acquisition,Nouveaux clients,786685,644,786.685
2349,maximize wireless bandwidth,2024-12-10,2024-09-21,Fidélisation,Clients inactifs,649475,354,649.475
2350,target interactive infrastructures,2024-06-19,2024-05-17,Acquisition,Nouveaux clients,511475,468,511.475
2351,harness innovative partnerships,2024-04-24,2024-05-15,Fidélisation,Clients actifs,745250,219,745.25
2352,visualize global schemas,2024-05-01,2024-09-03,Fidélisation,Clients actifs,1579870,952,1579.87
2353,strategize leading-edge partnerships,2024-11-10,2024-04-26,Acquisition,Clients inactifs,1134501,111,1134.501
2354,benchmark 24/7 niches,2024-12-16,2024-08-27,Fidélisation,Clients inactifs,1599609,542,1599.609
2355,morph bleeding-edge solutions,2024-04-04,2024-06-26,Acquisition,Clients inactifs,682772,250,682.772
2356,innovate scalable initiatives,2024-02-11,2024-04-24,Acquisition,Clients actifs,1841594,954,1841.594
2357,mesh efficient content,2024-03-16,2024-04-29,Acquisition,Nouveaux clients,923446,190,923.446
2358,architect enterprise markets,2024-03-27,2024-01-01,Acquisition,Clients actifs,552004,924,552.004
2359,transition out-of-the-box e-business,2024-05-08,2024-02-14,Acquisition,Clients actifs,1585889,207,1585.889
2360,engineer viral systems,2024-12-04,2024-08-06,Fidélisation,Nouveaux clients,1556033,624,1556.033
2361,leverage B2B communities,2024-09-16,2024-07-18,Fidélisation,Nouveaux clients,1442049,792,1442.049
2362,generate B2C e-business,2024-05-17,2024-06-15,Fidélisation,Clients inactifs,749194,956,749.194
2363,embrace seamless content,2024-10-06,2024-01-08,Fidélisation,Clients actifs,1372202,954,1372.202
2364,streamline global infrastructures,2024-02-27,2024-09-01,Acquisition,Clients actifs,566917,781,566.917
2365,envisioneer distributed platforms,2024-07-25,2024-06-22,Acquisition,Clients inactifs,1307326,713,1307.326
2366,enhance revolutionary bandwidth,2024-06-30,2024-01-15,Acquisition,Clients actifs,889616,787,889.616
2367,enhance dot-com platforms,2024-01-27,2024-04-18,Acquisition,Clients actifs,539738,528,539.738
2368,deploy real-time functionalities,2024-07-08,2024-06-09,Acquisition,Clients inactifs,1424586,370,1424.586
2369,harness e-business solutions,2024-05-04,2024-08-06,Acquisition,Nouveaux clients,801660,462,801.66
2370,matrix extensible convergence,2024-09-14,2024-05-21,Acquisition,Clients actifs,1390262,496,1390.262
2371,utilize visionary content,2024-10-01,2024-12-06,Acquisition,Clients inactifs,845050,732,845.05
2372,expedite wireless interfaces,2024-04-13,2024-09-07,Fidélisation,Nouveaux clients,905150,547,905.15
2373,re-intermediate plug-and-play experiences,2024-04-04,2024-06-26,Fidélisation,Clients actifs,1461862,674,1461.862
2374,drive synergistic e-services,2024-03-27,2024-12-05,Fidélisation,Nouveaux clients,1823029,886,1823.029
2375,incentivize wireless communities,2024-06-25,2024-07-31,Acquisition,Nouveaux clients,1745994,310,1745.994
2376,integrate proactive e-business,2024-01-06,2024-06-07,Acquisition,Nouveaux clients,1426711,371,1426.711
2377,e-enable interactive applications,2024-01-18,2024-04-07,Acquisition,Nouveaux clients,1006292,361,1006.292
2378,scale clicks-and-mortar convergence,2024-02-21,2024-06-16,Fidélisation,Clients actifs,950442,644,950.442
2379,harness cutting-edge e-business,2024-08-30,2024-08-08,Acquisition,Clients inactifs,1734086,498,1734.086
2380,brand robust markets,2024-06-04,2024-02-02,Fidélisation,Nouveaux clients,756479,200,756.479
2381,utilize virtual initiatives,2024-09-19,2024-11-21,Fidélisation,Clients actifs,738948,853,738.948
2382,optimize back-end ROI,2024-08-09,2024-11-26,Acquisition,Clients inactifs,1093983,546,1093.983
2383,leverage next-generation relationships,2024-10-08,2024-03-23,Fidélisation,Clients inactifs,764422,650,764.422
2384,re-intermediate viral portals,2024-08-04,2024-06-12,Acquisition,Clients actifs,1103721,268,1103.721
2385,exploit efficient e-commerce,2024-10-04,2024-10-20,Acquisition,Clients actifs,1152819,540,1152.819
2386,exploit vertical initiatives,2024-12-16,2024-06-13,Acquisition,Nouveaux clients,1817429,155,1817.429
2387,engineer 24/365 e-services,2024-03-28,2024-10-05,Fidélisation,Clients actifs,782882,703,782.882
2388,incubate sticky eyeballs,2024-03-29,2024-11-28,Fidélisation,Clients inactifs,1416708,616,1416.708
2389,architect integrated networks,2024-11-14,2024-04-14,Acquisition,Clients inactifs,1623994,443,1623.994
2390,enable user-centric paradigms,2024-05-13,2024-03-31,Acquisition,Clients inactifs,749631,630,749.631
2391,unleash sticky channels,2024-06-26,2024-05-25,Acquisition,Clients inactifs,1687069,999,1687.069
2392,re-contextualize holistic action-items,2024-10-13,2024-06-08,Fidélisation,Clients inactifs,1111877,541,1111.877
2393,empower integrated info-mediaries,2024-07-14,2024-06-25,Acquisition,Clients actifs,926339,473,926.339
2394,benchmark cross-media convergence,2024-04-09,2024-07-16,Acquisition,Clients actifs,632349,106,632.349
2395,re-intermediate integrated initiatives,2024-11-19,2024-01-26,Fidélisation,Nouveaux clients,1801539,479,1801.539
2396,exploit extensible e-services,2024-01-19,2024-01-24,Fidélisation,Clients inactifs,1261588,117,1261.588
2397,leverage impactful web services,2024-08-13,2024-02-16,Acquisition,Clients actifs,667229,745,667.229
2398,synthesize bricks-and-clicks portals,2024-03-02,2024-07-26,Acquisition,Nouveaux clients,1207965,841,1207.965
2399,disintermediate web-enabled relationships,2024-08-27,2024-05-21,Acquisition,Clients inactifs,1676563,128,1676.563
2400,expedite compelling technologies,2024-02-29,2024-08-23,Fidélisation,Clients inactifs,1635724,968,1635.724
2401,enable one-to-one systems,2024-04-01,2024-03-29,Fidélisation,Nouveaux clients,1162463,791,1162.463
2402,synergize compelling architectures,2024-01-17,2024-02-24,Fidélisation,Clients actifs,1723427,431,1723.427
2403,transform bleeding-edge architectures,2024-06-06,2024-03-04,Fidélisation,Clients actifs,1944931,605,1944.931
2404,reinvent dot-com supply-chains,2024-06-16,2024-09-24,Fidélisation,Clients actifs,879907,756,879.907
2405,iterate integrated portals,2024-10-14,2024-02-09,Acquisition,Nouveaux clients,711192,549,711.192
2406,re-intermediate value-added action-items,2024-01-07,2024-11-07,Fidélisation,Clients actifs,1191060,964,1191.06
2407,incubate one-to-one schemas,2024-08-07,2024-08-26,Fidélisation,Clients inactifs,980801,361,980.801
2408,architect web-enabled portals,2024-07-16,2024-09-16,Fidélisation,Clients actifs,1166247,914,1166.247
2409,re-intermediate compelling convergence,2024-08-20,2024-07-24,Fidélisation,Clients inactifs,1162079,745,1162.079
2410,brand e-business e-tailers,2024-07-07,2024-08-25,Fidélisation,Clients inactifs,1477147,705,1477.147
2411,morph web-enabled vortals,2024-04-16,2024-07-09,Fidélisation,Nouveaux clients,1702305,544,1702.305
2412,deploy cross-platform web-readiness,2024-10-07,2024-01-11,Fidélisation,Clients actifs,532831,660,532.831
2413,redefine value-added web services,2024-12-17,2024-10-08,Fidélisation,Clients inactifs,1358692,504,1358.692
2414,scale granular portals,2024-02-16,2024-08-18,Acquisition,Clients actifs,1705605,890,1705.605
2415,envisioneer B2C interfaces,2024-08-02,2024-01-21,Fidélisation,Nouveaux clients,1692166,741,1692.166
2416,transition front-end infrastructures,2024-10-05,2024-10-20,Fidélisation,Clients inactifs,1028072,893,1028.072
2417,benchmark collaborative systems,2024-09-05,2024-11-08,Acquisition,Nouveaux clients,1475604,539,1475.604
2418,strategize open-source mindshare,2024-11-15,2024-02-26,Acquisition,Clients actifs,1008043,937,1008.043
2419,productize killer web-readiness,2024-06-15,2024-02-08,Fidélisation,Clients actifs,1903401,659,1903.401
2420,unleash 24/7 niches,2024-10-15,2024-02-06,Fidélisation,Clients inactifs,1421653,420,1421.653
2421,innovate distributed platforms,2024-10-24,2024-07-04,Acquisition,Nouveaux clients,1852418,951,1852.418
2422,repurpose transparent e-commerce,2024-04-07,2024-01-03,Acquisition,Clients actifs,740499,368,740.499
2423,innovate intuitive channels,2024-07-24,2024-02-24,Fidélisation,Clients actifs,917848,372,917.848
2424,integrate 24/7 mindshare,2024-03-12,2024-11-09,Fidélisation,Clients inactifs,1822256,364,1822.256
2425,target mission-critical niches,2024-12-12,2024-07-12,Fidélisation,Nouveaux clients,1292375,246,1292.375
2426,embrace best-of-breed portals,2024-02-25,2024-10-10,Fidélisation,Clients inactifs,1379967,286,1379.967
2427,facilitate next-generation partnerships,2024-10-29,2024-12-03,Acquisition,Clients actifs,1258048,141,1258.048
2428,expedite sticky markets,2024-05-28,2024-03-18,Acquisition,Clients actifs,1662835,265,1662.835
2429,envisioneer holistic infrastructures,2024-06-22,2024-11-12,Fidélisation,Clients inactifs,1443785,782,1443.785
2430,enhance strategic eyeballs,2024-01-06,2024-06-26,Acquisition,Clients inactifs,1150975,147,1150.975
2431,architect dynamic functionalities,2024-05-14,2024-07-03,Fidélisation,Clients actifs,1427540,940,1427.54
2432,syndicate best-of-breed architectures,2024-11-05,2024-05-25,Fidélisation,Clients actifs,1028023,415,1028.023
2433,seize rich vortals,2024-04-10,2024-03-11,Fidélisation,Clients actifs,1848387,424,1848.387
2434,implement virtual portals,2024-11-12,2024-04-09,Fidélisation,Nouveaux clients,1096964,577,1096.964
2435,disintermediate transparent convergence,2024-01-17,2024-06-02,Acquisition,Nouveaux clients,1032090,341,1032.09
2436,streamline mission-critical markets,2024-06-15,2024-04-10,Acquisition,Clients actifs,639636,195,639.636
2437,seize interactive mindshare,2024-08-10,2024-08-18,Fidélisation,Nouveaux clients,1684106,951,1684.106
2438,morph best-of-breed schemas,2024-06-12,2024-08-31,Fidélisation,Nouveaux clients,1258777,104,1258.777
2439,monetize real-time portals,2024-03-11,2024-08-27,Acquisition,Nouveaux clients,1556024,544,1556.024
2440,target one-to-one schemas,2024-12-08,2024-01-23,Acquisition,Clients inactifs,1962142,837,1962.142
2441,deliver compelling experiences,2024-07-19,2024-09-26,Fidélisation,Clients actifs,1229231,904,1229.231
2442,disintermediate holistic niches,2024-08-20,2024-11-22,Fidélisation,Clients actifs,1192408,398,1192.408
2443,redefine killer metrics,2024-06-08,2024-03-21,Fidélisation,Clients actifs,1445383,748,1445.383
2444,target web-enabled deliverables,2024-10-24,2024-02-21,Fidélisation,Clients inactifs,1080584,393,1080.584
2445,re-contextualize open-source models,2024-12-16,2024-10-02,Fidélisation,Nouveaux clients,711958,678,711.958
2446,reinvent bricks-and-clicks e-commerce,2024-11-27,2024-09-15,Fidélisation,Clients inactifs,1021491,379,1021.491
2447,e-enable cutting-edge portals,2024-12-08,2024-05-13,Fidélisation,Nouveaux clients,1359839,952,1359.839
2448,morph web-enabled methodologies,2024-02-24,2024-05-18,Fidélisation,Clients inactifs,1655086,974,1655.086
2449,envisioneer global info-mediaries,2024-07-06,2024-12-08,Acquisition,Nouveaux clients,1763950,284,1763.95
2450,visualize strategic partnerships,2024-01-12,2024-06-28,Acquisition,Clients inactifs,857107,502,857.107
2451,target B2B experiences,2024-08-12,2024-09-24,Acquisition,Clients inactifs,1978291,770,1978.291
2452,maximize synergistic synergies,2024-07-20,2024-09-21,Fidélisation,Clients actifs,1642903,515,1642.903
2453,architect granular interfaces,2024-01-25,2024-07-15,Acquisition,Clients actifs,851311,378,851.311
2454,optimize world-class e-tailers,2024-05-26,2024-08-02,Fidélisation,Clients actifs,1728972,113,1728.972
2455,streamline seamless portals,2024-03-27,2024-05-21,Fidélisation,Clients inactifs,1847425,534,1847.425
2456,deploy back-end deliverables,2024-12-17,2024-01-20,Fidélisation,Clients inactifs,1494166,1000,1494.166
2457,transition intuitive e-services,2024-09-01,2024-02-07,Fidélisation,Clients inactifs,1163719,510,1163.719
2458,disintermediate B2C eyeballs,2024-03-09,2024-05-21,Acquisition,Clients actifs,772878,335,772.878
2459,brand front-end info-mediaries,2024-02-13,2024-03-01,Fidélisation,Clients actifs,1857302,683,1857.302
2460,extend killer markets,2024-11-17,2024-08-05,Acquisition,Clients actifs,643763,130,643.763
2461,redefine B2B solutions,2024-01-03,2024-11-01,Fidélisation,Nouveaux clients,519052,637,519.052
2462,optimize clicks-and-mortar partnerships,2024-01-25,2024-03-03,Fidélisation,Clients actifs,956367,195,956.367
2463,brand back-end interfaces,2024-11-22,2024-11-11,Acquisition,Nouveaux clients,980903,206,980.903
2464,maximize impactful methodologies,2024-11-30,2024-04-18,Fidélisation,Clients actifs,715129,608,715.129
2465,architect visionary eyeballs,2024-09-17,2024-01-07,Acquisition,Nouveaux clients,1923224,777,1923.224
2466,seize back-end users,2024-09-15,2024-04-23,Fidélisation,Clients actifs,1192673,917,1192.673
2467,matrix 24/365 e-commerce,2024-04-09,2024-01-30,Fidélisation,Nouveaux clients,1034362,910,1034.362
2468,productize cutting-edge applications,2024-04-20,2024-06-29,Fidélisation,Clients inactifs,1889994,187,1889.994
2469,engineer impactful solutions,2024-02-07,2024-05-26,Acquisition,Clients inactifs,1729380,134,1729.38
2470,redefine back-end solutions,2024-12-07,2024-07-26,Fidélisation,Clients inactifs,1103911,176,1103.911
2471,aggregate clicks-and-mortar deliverables,2024-05-23,2024-07-02,Fidélisation,Clients actifs,1602700,467,1602.7
2472,redefine open-source bandwidth,2024-10-21,2024-03-27,Acquisition,Clients actifs,1763283,865,1763.283
2473,re-contextualize strategic markets,2024-10-04,2024-11-16,Acquisition,Nouveaux clients,1690419,745,1690.419
2474,matrix turn-key ROI,2024-07-11,2024-08-11,Fidélisation,Clients inactifs,1829655,202,1829.655
2475,incubate vertical markets,2024-03-05,2024-08-01,Fidélisation,Clients actifs,1988736,184,1988.736
